HLT_Ele17_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_Ele8_CaloIdT_CaloIsoVL_TrkIdVL_TrkIsoVL_v11,95
HLT_Ele17_CaloIdVT_CaloIsoVT_TrkIdT_TrkIsoVT_Ele8_Mass30_v10,71
HLT_Ele22_CaloIdL_CaloIsoVL_Ele15_HFT_v4,47
HLT_Ele27_CaloIdL_CaloIsoVL_TrkIdVL_TrkIsoVL_v4,93
HLT_Ele27_WP80_v4,86
HLT_Ele27_WP80_PFMT50_v10,95
HLT_Ele32_WP70_v4,82
HLT_Ele32_WP70_PFMT50_v10,86
HLT_Ele32_CaloIdL_CaloIsoVL_TrkIdVL_TrkIsoVL_v4,77
HLT_Ele32_CaloIdT_CaloIsoT_TrkIdT_TrkIsoT_SC17_v9,70
HLT_Ele32_CaloIdT_CaloIsoT_TrkIdT_TrkIsoT_Ele17_v4,45
HLT_Ele65_CaloIdVT_TrkIdT_v7,19
HLT_Ele80_CaloIdVT_TrkIdT_v4,9
HLT_Ele100_CaloIdVT_TrkIdT_v4,45
HLT_DoubleEle8_CaloIdT_TrkIdVL_v6,49
HLT_DoubleEle33_CaloIdL_v8,22
HLT_DoubleEle33_CaloIdL_CaloIsoT_v4,6
HLT_DoubleEle33_CaloIdT_v4,10
HLT_DoubleEle45_CaloIdL_v7,160
HLT_MediumIsoPFTau35_Trk20_v7,224
HLT_MediumIsoPFTau35_Trk20_MET60_v7,82
HLT_MediumIsoPFTau35_Trk20_MET70_v7,51
HLT_DoubleIsoPFTau45_Trk5_eta2p1_v9,21
HLT_DoubleIsoPFTau55_Trk5_eta2p1_v6,13
HLT_HT350_DoubleIsoPFTau10_Trk3_PFMHT45_v14,120
HLT_HT400_DoubleIsoPFTau10_Trk3_PFMHT50_v6,242
HLT_BTagMu_DiJet20_Mu5_v15,280
HLT_BTagMu_DiJet40_Mu5_v15,197
HLT_BTagMu_DiJet70_Mu5_v15,85
HLT_BTagMu_DiJet110_Mu5_v15,163
HLT_Mu10_R014_MR200_v6,254
HLT_Mu10_R025_MR200_v7,209
HLT_Mu10_R029_MR200_v7,176
HLT_Mu10_R033_MR200_v6,126
HLT_HT300_Mu15_PFMHT40_v7,107
HLT_HT300_Mu15_PFMHT50_v6,129
HLT_HT350_Mu5_PFMHT45_v14,105
HLT_HT400_Mu5_PFMHT50_v6,56
HLT_Mu5_DoubleEle8_CaloIdT_TrkIdVL_v9,100
HLT_Mu5_Ele8_CaloIdT_CaloIsoVL_v6,140
HLT_Mu5_Ele8_CaloIdT_TrkIdVL_Mass8_HT150_v6,144
HLT_Mu8_Ele8_CaloIdT_TrkIdVL_Mass8_HT150_v6,127
HLT_Mu8_Ele8_CaloIdT_TrkIdVL_Mass8_HT200_v6,123
HLT_TkIso10Mu5_Ele8_CaloIdT_CaloIsoVVL_TrkIdVL_Mass8_HT150_v6,105
HLT_TkIso10Mu5_Ele8_CaloIdT_CaloIsoVVL_TrkIdVL_Mass8_HT200_v6,84
HLT_Mu5_Ele8_CaloIdT_TrkIdVL_Ele8_CaloIdL_TrkIdVL_v9,97
HLT_Mu8_Ele17_CaloIdL_v14,107
HLT_Mu8_Ele17_CaloIdT_CaloIsoVL_v9,65
HLT_Mu8_Photon20_CaloIdVT_IsoT_v14,211
HLT_Mu8_Jet40_v16,251
HLT_Mu15_L1ETM20_v5,167
HLT_Mu15_Photon20_CaloIdL_v15,62
HLT_Mu15_DoublePhoton15_CaloIdL_v15,1950
HLT_Mu15_LooseIsoPFTau15_v15,89
HLT_Mu17_eta2p1_CentralPFJet30_v4,179
HLT_Mu17_eta2p1_DiCentralPFJet30_v4,183
HLT_Mu17_eta2p1_TriCentralPFJet30_v4,160
HLT_Mu17_eta2p1_QuadCentralPFJet30_v4,211
HLT_Mu17_eta2p1_CentralJet30_BTagIP_v7,245
HLT_Mu17_Ele8_CaloIdL_v14,129
HLT_Mu17_Ele8_CaloIdT_CaloIsoVL_v9,244
HLT_Mu12_eta2p1_DiCentralJet20_BTagIP3D1stTrack_v7,290
HLT_Mu12_eta2p1_DiCentralJet20_DiBTagIP3D1stTrack_v7,115
HLT_Mu40_HT300_v6,44
HLT_Mu60_HT300_v6,114
HLT_IsoMu15_L1ETM20_v5,1149
HLT_IsoMu15_eta2p1_LooseIsoPFTau20_v7,545
HLT_IsoMu15_eta2p1_MediumIsoPFTau20_v7,373
HLT_IsoMu15_eta2p1_TightIsoPFTau20_v7,56
HLT_IsoMu17_eta2p1_CentralJet30_v7,112
HLT_IsoMu17_eta2p1_CentralPFJet30_v4,115
HLT_IsoMu17_eta2p1_DiCentralPFJet30_v4,122
HLT_IsoMu17_eta2p1_TriCentralPFJet30_v4,99
HLT_IsoMu17_eta2p1_QuadCentralPFJet30_v4,129
HLT_IsoMu17_eta2p1_CentralJet30_BTagIP_v7,213
HLT_Mu17_eta2p1_DiCentralPFJet25_PFMHT15_v6,192
HLT_IsoMu17_eta2p1_DiCentralPFJet25_v6,133
HLT_IsoMu17_eta2p1_DiCentralPFJet25_PFMHT15_v6,152
HLT_IsoMu17_eta2p1_DiCentralPFJet25_PFMHT25_v6,104
HLT_Mu17_eta2p1_DiPFJet25_Deta3_v6,84
HLT_IsoMu17_eta2p1_DiPFJet25_Deta3_v6,54
HLT_IsoMu17_eta2p1_DiPFJet25_Deta3_PFJet25_v6,88
HLT_DoubleMu5_Mass8_HT150_v6,70
HLT_DoubleMu8_Mass8_HT150_v6,54
HLT_DoubleMu8_Mass8_HT200_v6,51
HLT_DoubleTkIso10Mu5_Mass8_HT150_v6,69
HLT_DoubleTkIso10Mu5_Mass8_HT200_v6,58
HLT_DoubleMu5_Ele8_CaloIdT_TrkIdVL_v9,29
HLT_DoubleMu5_Ele8_CaloIdT_TrkIdT_v5,62
HLT_Photon40_CaloIdL_R014_MR150_v2,85
HLT_Photon40_CaloIdL_R017_MR500_v7,28
HLT_Photon40_CaloIdL_R023_MR350_v7,50
HLT_Photon40_CaloIdL_R029_MR250_v7,54
HLT_Photon40_CaloIdL_R042_MR200_v7,26
HLT_DoublePhoton40_CaloIdL_MR150_v4,17
HLT_DoublePhoton40_CaloIdL_R014_MR150_v4,12
HLT_Photon55_CaloIdL_R017_MR500_v5,18
HLT_Photon55_CaloIdL_R023_MR350_v5,31
HLT_Photon55_CaloIdL_R029_MR250_v5,36
HLT_Photon55_CaloIdL_R042_MR200_v5,52
HLT_HT350_Ele5_CaloIdVL_CaloIsoVL_TrkIdVL_TrkIsoVL_PFMHT45_v12,86
HLT_HT400_Ele5_CaloIdVL_CaloIsoVL_TrkIdVL_TrkIsoVL_PFMHT50_v6,41
HLT_HT400_Ele60_CaloIdT_TrkIdT_v6,19
HLT_HT450_Ele60_CaloIdT_TrkIdT_v5,131
HLT_Ele8_CaloIdT_TrkIdT_DiJet30_v10,258
HLT_Ele8_CaloIdT_TrkIdT_TriJet30_v10,259
HLT_Ele8_CaloIdT_TrkIdT_QuadJet30_v10,309
HLT_Ele8_CaloIdL_CaloIsoVL_Jet40_v13,171
HLT_Ele15_CaloIdT_CaloIsoVL_TrkIdT_TrkIsoVL_HT250_PFMHT40_v7,126
HLT_Ele15_CaloIdT_CaloIsoVL_TrkIdT_TrkIsoVL_HT250_PFMHT50_v6,151
HLT_Ele12_CaloIdL_CaloIsoVL_TrkIdVL_TrkIsoVL_R014_MR200_v5,152
HLT_Ele12_CaloIdL_CaloIsoVL_TrkIdVL_TrkIsoVL_R025_MR200_v6,126
HLT_Ele12_CaloIdL_CaloIsoVL_TrkIdVL_TrkIsoVL_R029_MR200_v6,101
HLT_Ele12_CaloIdL_CaloIsoVL_TrkIdVL_TrkIsoVL_R033_MR200_v5,739
HLT_Ele18_CaloIdVT_TrkIdT_MediumIsoPFTau20_v7,558
HLT_Ele20_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_MediumIsoPFTau20_v7,470
HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_MediumIsoPFTau25_v6,842
HLT_Ele25_CaloIdVT_TrkIdT_CentralJet30_BTagIP_v14,78
HLT_Ele25_CaloIdVT_TrkIdT_CentralPFJet30_v4,109
HLT_Ele25_CaloIdVT_TrkIdT_DiCentralPFJet30_v4,103
HLT_Ele25_CaloIdVT_TrkIdT_TriCentralPFJet30_v4,87
HLT_Ele25_CaloIdVT_TrkIdT_QuadCentralPFJet30_v4,59
HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_CentralJet30_v10,50
HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_CentralPFJet30_v4,58
HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_DiCentralPFJet30_v4,68
HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_TriCentralPFJet30_v4,62
HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_QuadCentralPFJet30_v4,92
HLT_Ele25_CaloIdVT_CaloIsoT_TrkIdT_TrkIsoT_CentralJet30_BTagIP_v10,124
HLT_Ele27_WP80_DiCentralPFJet25_PFMHT15_v6,95
HLT_Ele27_WP80_DiCentralPFJet25_v6,48
HLT_Ele27_WP80_DiPFJet25_Deta3_v6,72
HLT_Ele27_CaloIdVT_TrkIdT_DiCentralPFJet25_v6,61
HLT_Ele27_CaloIdVT_TrkIdT_DiPFJet25_Deta3_v6,94
HLT_Ele32_WP80_DiCentralPFJet25_PFMHT25_v6,67
HLT_Ele32_WP80_DiPFJet25_Deta3p5_v6,124
HLT_Photon30_CaloIdVT_CentralJet20_BTagIP_v8,124
HLT_DoubleEle8_CaloIdT_TrkIdVL_Mass8_HT150_v5,65
HLT_DoubleEle8_CaloIdT_TrkIdVL_Mass8_HT200_v5,42
HLT_DoubleEle10_CaloIdL_TrkIdVL_Ele10_CaloIdT_TrkIdVL_v6,16
HLT_TripleEle10_CaloIdL_TrkIdVL_v12,35
HLT_PixelTracks_Multiplicity80_v9,59
HLT_PixelTracks_Multiplicity100_v9,10
HLT_L1Tech_DT_GlobalOR_v2,28
HLT_L1_PreCollisions_v4,15
HLT_L1_Interbunch_BSC_v4,74
HLT_IsoTrackHE_v11,62
HLT_IsoTrackHB_v10,73
HLT_HcalPhiSym_v9,30
HLT_DTCalibration_v1,91
HLT_TrackerCalibration_v2,90
HLT_L1SingleMuOpen_AntiBPTX_v4,5
HLT_RegionalCosmicTracking_v10,21
HLT_L3MuonsCosmicTracking_v6,866
HLT_LogMonitor_v1,479
HLT_L1DoubleJet36Central_v5,249
AlCa_EcalPi0_v11,1236
AlCa_EcalEta_v10,545
AlCa_RPCMuonNoTriggers_v7,171
AlCa_RPCMuonNoHits_v7,419
AlCa_RPCMuonNormalisation_v7,102
HLTriggerFinalPath,9000
